No.,カテゴリ,区分,判定,対象ワード,説明,代替案,危険度,補足説明・例文
198,薬機法,,NG,熟睡,薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。,,100,
199,薬機法,,NG,消炎,"薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。薬機法上、人体に対して訴求できない効果です。 薬機法の対象外となる健康食品や雑貨であっても、医薬品・医療機器的な訴求となるためNGとなります。",,100,
200,薬機法,,NG,障害,病名・症状、疾病の原因又は好ましくない意味の語句で修飾されている身体の構造・機能の表記は医薬品的な表記であると判断されます。,,100,
201,薬機法,,NG,消臭,"薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。薬機法上、人体に対して訴求できない効果です。 薬機法の対象外となる健康食品や雑貨であっても、医薬品・医療機器的な訴求となるためNGとなります。",,100,
202,薬機法,,NG,症状,医薬品的表現となりますので、NGとなります。,,100,
203,薬機法,,NG,生薬,医薬品・医薬部外品で使用可能な単語ですので、注意してください。,ハーブ、和漢植物,100,
204,薬機法,,NG,処方,医薬品に対して用いられる表現ですので、使用NGとなります。,配合,100,
205,薬機法,,NG,診察／診療,医療機関以外では使用不可。,,100,
206,薬機法,,NG,真皮,"薬機法では、体の部位を特定しての訴求はできません。また化粧品では真皮への訴求はできません。細胞レベル等（角質層を除く表皮、基底層、真皮、皮下組織、遺伝子等を含む）の表現においては、化粧品等の定義や効能効果の範囲を逸脱することになるので行わないこと。",,100,
207,薬機法,,NG,真皮層,"一般化粧品では訴求できない部位となりますので、「化粧品で訴求可能な５６項目」を確認してください。 一般化粧品で訴求できるのは、角質層までとなります。一般化粧品では真皮層への訴求は不可となります。",,100,
208,薬機法,,NG,座るだけ／座っているだけ,座っているだけで骨格が矯正されるような記載はNGです。,,100,"施術による効果の表現は不可。NG例：座っているだけで痩せられる（効果）OK例：座っているだけで受けられる（施術）"
209,薬機法,,NG,精神安定,"薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。薬機法上、人体に対して訴求できない効果です。 薬機法の対象外となる健康食品や雑貨であっても、医薬品・医療機器的な訴求となるためNGとなります。",リラックス（香り・音楽限定）、気分を落ち着かせる,100,
210,薬機法,,NG,セラピー,"治療を指す言葉ですので、使用NGです。医薬品的な表現になりますので、記載NGです。",,100,"NG例：アロマセラピー"
211,薬機法,,NG,セルライト,痩身効果を想起させるためNGです。,,100,
212,薬機法,,NG,相乗効果,商品Aを使用することで商品Bの効果効能が高まるという表現になりますので、薬機法上NGとなります。,,100,
213,薬機法,,NG,即効,医薬品等適正広告基準では、原則として即効性、持続性などについての表現は認められていません。,"いつの間にか／使用した瞬間の感想にとどめる。例：肌に乗せた瞬間じんわりと広がって気持ちいい",100,
214,薬機法,,NG,体質改善,治療の意味合いとなりますので、使用NGです。,,100,
215,薬機法,,NG,代謝,細胞レベルでの訴求に繋がりやすい単語になりますので、十分注意してください。例えば老化メカニズムの説明であっても、総合的に見て商品の訴求につながる場合もあるので注意が必要です。,,100,
216,薬機法,,NG,体臭,薬機法上訴求できない症状となりますので、NGです。,,100,
217,薬機法,,NG,脱毛,"薬機法では、身体機能に影響を与えるような訴求は不可となります。薬機法上、人体に対して訴求できない効果です。 薬機法の対象外となる健康食品や雑貨であっても、医薬品・医療機器的な訴求となるためNGとなります。",,100,
218,薬機法,,NG,膣の緩み／膣のゆるみ,"身体機能に影響を与える単語になりますので、薬機法上NGとなります。",減毛、除毛,100,"OK例：膣の緩みがある方は利用を中止してください。"
219,薬機法,,NG,治癒,"治療表現・体質や身体機能の変化させるような文脈では使用NGです。",,100,"NG例：ニキビが治癒できる。治療効果は医薬品的な訴求となるためNGです。"
220,薬機法,,NG,注入,注射などの医療行為を指す言葉ですので、使用NGです。 たとえ注釈で「浸透のこと」といった説明をしていても、「注入」と「浸透」はイコールの関係ではありませんので不可となります。,,100,
221,薬機法,,NG,長寿,薬機法上、寿命に関わる訴求をすることはできないので、修正をお願いします。,健康的な生活を送る、元気に過ごす,100,
222,薬機法,,NG,治療,"治療表現・体質や身体機能の変化させるような文脈では使用NGです。",,100,"NG例：ニキビ治療　治療効果は医薬品的な訴求となるためNGです。"
223,薬機法,,NG,デトックス,"薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。適正広告ガイドラインに記載されているNG表現です。どのような文脈でも記載不可です。",,100,
224,薬機法,,NG,治し／治す／治り／治る,"薬機法では、治療や身体機能に影響を与えるような訴求は不可となります。治療効果は医薬品的な訴求となるためNGです。",,100,
225,薬機法,,NG,悩んでいた,「悩んでいた」といった表現は悪い状態から良い状態への改善を暗示的に訴求するものですので、使用不可となります。,,100,"直接的な改善の訴求・断定でなければ使用可。NG例：悩んでいた頭痛を改善し、長く悩んでいた慢性痛を軽減しOK例：「不快感に悩んでいた」という思いに寄り添う、悩んでいた原因を見極め"
226,薬機法,,NG,尿漏れ／尿もれ,"身体機能に影響を与える単語になりますので、薬機法上NGとなります。",,100,"OK例：尿漏れがある方は利用を中止してください。"
227,薬機法,,NG,抜け毛,薬機法上訴求NGとなる表現ですので、削除をお願いします。,,100,
228,薬機法,,NG,脳疲労,医薬品や医療行為によって対処できる症状ですので、薬機法上訴求できません。 「最近脳疲労を感じていませんか？」「脳疲労に着目！」といった訴求も暗喩的に治療効果を訴求することになりますので、記載自体がNGです。,,100,
229,薬機法,,NG,バストアップ,薬機法では身体の構造を変化させる効果は訴求できませんので、削除してください。,,100,
230,薬機法,,NG,肌が生まれ／肌の生まれ／肌を生む,肌細胞の生成や産出の促進は化粧品の効果・効能を逸脱しているため、訴求できません。,,100,
231,薬機法,,NG,肌診断,治療の意味合いになりますので、NGとなります。,,100,
232,薬機法,,NG,肌の内側から,肌の内側に言及する訴求は肌質の改善を意味し化粧品の効果・効能を逸脱するため、使用できません。,,100,
233,薬機法,,NG,肌の奥深く,「肌の奥深くまで浸透する/到達する」という訴求の場合は真皮層へ浸透することを想起させるため使用できません。 「※肌※角質層」も、角質層が肌の奥深い層とは言えないため、使用できません。,,100,
234,薬機法,,NG,発症,病名・症状、疾病の原因又は好ましくない意味の語句で修飾されている身体の構造・機能の表記は医薬品的な表記であると判断されます。,,100,
235,薬機法,,NG,ヒーリング,"治療を意味する表現になりますので、使用NGです。薬機法上、人体に対して訴求できない効果です。 薬機法の対象外となる健康食品や雑貨であっても、医薬品・医療機器的な訴求となるためNGとなります。",,100,
236,薬機法,,NG,光老化,薬機法上、こちらの表現に対して何らかの効果があることを訴求をすることはできません。 また、例えば症状が進む仕組みの説明に使用しているだけでも、同じ資料の中に商品が記載されている場合は、その商品が症状が進む仕組みに影響を及ぼすと誤認される恐れがあるため、資料全体を確認してください。,,100,
237,薬機法,,NG,肥満,薬機法上訴求できない表現となりますので、NGとなります。,,100,
238,薬機法,,NG,漂白,"薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。薬機法上、人体に対して訴求できない効果です。 薬機法の対象外となる健康食品や雑貨であっても、医薬品・医療機器的な訴求となるためNGとなります。",,100,
239,薬機法,,NG,疲労／疲れ,"薬機法上訴求できない表現となりますので、NGとなります。疲労回復的表現に該当するためNGです。  ※「商品・施術による直接的な効果効能の訴求か否か」が判断基準。",重さ／重い、リラックスが必要な状態,100,"直接的な効果効能（状態の改善・変化）の訴求は不可。NG例：疲労を回復、疲れを癒す、疲労を和らげるOK例：疲れに着目、疲れに寄り添う、疲労を感じる日々をサポート"
240,薬機法,化粧品,RISK,敏感肌,"「敏感肌用化粧水」といった説明は可能ですが、敏感肌単体で使用する場合は「敏感肌を改善」するような意味合いを含みますので、文脈に十分注意してください。敏感肌を予防・改善できるような表現は不可となります。 OK例：「敏感肌の人でも使える」 NG例：「敏感肌専用」「敏感肌にアプローチ」",,100,
241,薬機法,,NG,老け／老化,薬機法上、老化に関する記述は不可となります。,エイジングケア※   ※年齢に応じた化粧品等によるケア,100,
242,薬機法,,NG,不調,"薬機法上、心身の不調は医薬品でのみ対処できるものとなりますので、記載NGです。肌や髪の良くない状態を記載することで、暗示的に改善・治療効果を訴求することになりますので、基本的にはNGです。",不具合、不快感、違和感,100,"NG例：肌の不調を整えたいNG例：こんな不調はありませんか？→近辺に商品画像を掲載（商品が不調を改善できることを暗示するため）"
243,薬機法,,NG,便秘,便秘解消を表示することは薬機法上認められていません。,,100,
244,薬機法,,NG,ぽっこりお腹,身体構造に影響を与える単語になりますので、薬機法上NGとなります。,,100,
245,薬機法,,NG,メラニン,"化粧品の医薬部外品で「メラニンの生成を抑え、シミを防ぐ」などの訴求でのみ使用可能な表現です。 一般化粧品で有効成分の説明では使用できますが、その有効成分のみを強調して表示すると特記事項に該当し違反広告となりますので注意してください。医薬部外品で承認された範囲で記載できる表現です。 一般化粧品では訴求できません。",,100,
246,薬機法,,NG,免疫,薬機法上訴求できない表現となりますので、NGです。,,100,
247,薬機法,,NG,薬草,医薬品・医薬部外品で使用可能な単語ですので、NGとなります。,,100,
248,薬機法,,NG,薬効,医薬品的表現ですので、使用NGとなります。,,100,
249,薬機法,,NG,リフトアップ,"薬機法では身体の構造を変化させる効果は訴求できません。適正広告ガイドラインに記載されているNG表現です。どのような文脈でも記載不可です。",フェイスラインをひきしめる、整える、ハリを与える,100,
250,薬機法,,NG,若返らせ／若返り／若返る,薬機法上、若返りに関する記述は不可となります。,エイジンングケア※   ※年齢に応じた化粧品等によるケア,100,
251,薬機法,,RISK,アレルギー,"アレルギーに対して何らかの効果があることを訴求することはできません。文脈を確認してください。  OK例：「アレルギーをお持ちの方は使用を控えてください」などの注意書き",,90,
252,薬機法,,RISK,安心,"商品に対して用いた場合は安全性保証表現となりますので、薬機法上使用NGです。※「商品・施術による安全性の訴求か否か」「特定の対象に安全性を訴求していないか」が判断基準。",,90,"NG例：肌が弱い方でも安心して使用できます、身体への負担が少ない安心の施術を提供OK例：お客様が安心して施術を受けられるよう〜、安心して過ごしていただける環境を整え〜"
253,薬機法,,RISK,安全,商品に対して用いた場合は安全性保証表現となりますので、薬機法上使用NGです。,,90,
254,薬機法,,RISK,安全性,安全性を保証する文脈で使用した場合はNGとなりますので、確認をお願いします。,,90,
255,薬機法,,RISK,痛み,"「痛みを改善する」などの治療表現や、単に「痛みに！」などの省略した形での訴求はNGです。チェック箇所を確認してください。  OK例 「使用中に痛みを感じた場合は〜」などの説明文での記載。",不具合、不快感、違和感、重さ,90,"効果効能の断定を避ければ使用可。OK例：～をサポート、～に配慮した対応、～に向き合う/寄り添う、～の原因を探る/見極める、（～の軽減をサポート/図る）"
256,薬機法,,RISK,一切使用,無添加であることは安全性の根拠になりませんので、文脈を確認してください。 また無添加をアピールする場合は「どの成分が無添加なのか」について明記されているか確認してください。 NG例「無添加で安心！」,,90,
257,薬機法,,RISK,今ある,"すでにできてしまったものに対して訴求した場合は、すべて「治療」の意味合いとなりますので、必ず文脈を確認してください。NG例「できてしまったしわに！」「今あるシミケア！」",,90,
258,薬機法,,RISK,医療技術,「医療技術を応用した～」などの言い回しは、事実であっても医薬部外品・薬用化粧品の効果を超える表現になるのでNGになります。,,90,
259,薬機法,,RISK,エイジングケア,下記注釈が必要な表現となりますが、説明が付記されていても「若返る」効果と併用した場合は違反となります。 「※年齢を重ねた肌にうるおいを与える事」,,90,
260,薬機法,化粧品,RISK,栄養,"化粧品商材において「栄養」への訴求は、医薬品的な効果効能を想起しNGとなります。NG例：「肌に栄養を与える」、「皮膚の栄養を保つ」",,90,
261,薬機法,,RISK,エストロゲン,体の構造や機能に対して訴求をすることはできません。,,90,
262,薬機法,,RISK,炎症,「炎症」への言及はできません。   例外として医薬部外品等で、抗炎症剤（成分）が含まれる場合「炎症」というワードが使用できます。,,90,
263,薬機法,,RISK,お客様の声／お声,口コミや体験談では、たとえ事実であったり「個人の感想です」といった表示があったとしても、症状に対する効果について記載することはできないので、必ず内容を確認してください。,,90,効能効果にあたらない範囲であれば可。
264,薬機法,,RISK,解決,曖昧な表現となりますので、どの症状にどの範囲で「解決する」のか明記されているか確認してください。効果効能を保証する表現でもあるため、注意が必要です。,,90,"効果効能の断定を避ければ使用可。OK例：～へと導く、～を目指す、～を手伝う/サポート、～を図る"
265,薬機法,,RISK,解消,"治療表現・体質や身体機能の変化させるような文脈では使用NGです。NG例：むくみを解消",,90,"効果効能の断定を避ければ使用可。OK例：～へと導く、～を目指す、～を手伝う/サポート、～を図る"
266,薬機法,,RISK,改善,"治療表現・体質や身体機能の変化させるような文脈では使用NGです。NG例：しわ改善 OK例：生活習慣を改善しよう",,90,"効果効能の断定を避ければ使用可。OK例：～へと導く、～を目指す、～を手伝う/サポート、～を図る"
267,薬機法,,RISK,回復,"治療表現・体質や身体機能の変化させるような文脈では使用NGです。NG例：疲労から回復",,90,
268,薬機法,,RISK,覚醒,組み合わせる単語によっては薬機法から逸脱する危険があります。薬機法では、治療や身体機能に影響を与えるような訴求は不可となりますので、チェック箇所を確認してください。,,90,
269,薬機法,,RISK,過酸化水素,細胞レベルでの訴求に繋がりやすい単語になりますので、十分注意してください。例えば老化メカニズムの説明であっても、総合的に見て商品の訴求につながる場合もあるので注意が必要です。,,90,
270,薬機法,,RISK,活性酸素,細胞レベルでの訴求に繋がりやすい単語になりますので、十分注意してください。例えば老化メカニズムの説明であっても、総合的に見て商品の訴求につながる場合もあるので注意が必要です。,,90,
271,薬機法,,RISK,活力,身体機能に対して訴求することはできませんので、そのような文脈の場合は修正してください。,,90,
272,薬機法,,RISK,加齢で,「加齢で〇〇」といった記載は老化に伴う症状への訴求となりますので、記載NGです。,,90,
273,薬機法,,RISK,幹細胞,"化粧品に対し、「ヒト幹細胞培養液の上澄を使用しています」といった文脈でのみ使用できます。 細胞に対する効果訴求は基本的にNGとなりますので、チェック箇所を確認してください。NG例：幹細胞を刺激",,90,
274,薬機法,,RISK,緩和,"治療表現・体質や身体機能の変化させるような文脈では使用NGです。NG例：痛みを緩和",,90,"効果効能の断定を避ければ使用可。　OK例：～へと導く、～を目指す、～を手伝う/サポート、～を図る"
275,薬機法,,RISK,効く／効き,薬機法では、症状に対して「効く」といった表現がNGとなります。そのような使用方法となっていないか確認してください。,,90,
276,薬機法,,RISK,軽減,"治療表現・体質や身体機能の変化させるような文脈では使用NGです。NG例：シミを軽減　製品の質を改善する文脈では使用できます。文脈の確認をお願いします。  OK例：ベタつきを軽減しました！ NG例：低刺激で肌荒れも軽減！",,90,"効果効能の断定を避ければ使用可。OK例：～へと導く、～を目指す、～を手伝う/サポート、～を図る"
277,薬機法,,RISK,血糖値,薬機法では、特別な効果効能の承認を得ずに血糖値に対して訴求をすることはできません。対象商品を確認してください。,,90,
278,薬機法,,RISK,効果がある／効果があります,薬機法では、症状に対して「効果がある」という訴求はできません。文脈を確認してください。,,90,「効果が期待できる」といった補助表現を使用すれば使用可。ただし多用は避ける。
279,薬機法,,RISK,効果を実感,個人の感想であっても、効果を保証するような記載はNGとなります。,,90,
280,薬機法,,RISK,抗酸化作用,栄養機能食品で栄養成分の機能を表示する場合を除き、基本的にはNGとなります。 化粧品では抗酸化作用のある成分を塗布することで抗酸化効果が及ぶことも考えられますが、真皮層への効果効能を想起させるためNGです。,,90,
281,薬機法,,RISK,酵素,体の構造や機能に対して訴求をすることはできません。,,90,
282,薬機法,化粧品,RISK,公認／承認,医療関係者や権威のある人物が「推薦する」といった表現は、医薬品等適正広告基準において不適当とされている、「医薬関係者等の推せん」に該当しますので、NGとなります。,,90,
283,薬機法,,RISK,コルセット,コルセットの機能として腰の負担軽減がありますので、「塗るコルセット」「飲むコルセット」といった記載は違反表現となります。,,90,
284,薬機法,,RISK,細菌,殺菌などの効果を訴求をすることはできません。,,90,
285,薬機法,,RISK,細胞,薬機法では細胞レベルで効果効能を訴求することはできないので注意してください。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。,,90,
286,薬機法,,RISK,さようなら／さよなら,症状や悩みを改善する意味合いと誤認されるため、そのような文脈で使用していないか確認してください。 NG例「ニキビにサヨウナラ！」,,90,
287,薬機法,,RISK,酸化,"物理的に体の酸化に対して訴求できる場合は使用可能ですが、使用は十分注意してください。NG例：抗酸化効果により酸化を防止！ OK例：油分によるコーティングにより空気との接触を減らし酸化対策をサポート！",,90,
288,薬機法,,RISK,紫外線／UV,"訴求できる範囲は物理的に可能な場合のみです。OK例：「紫外線カット」※物理的効果による NG例：紫外線ケア（日焼け後に効果があると誤認させる可能性があるため）",,90,
289,薬機法,,RISK,疾病,「目の疾病を防げる」など、特定の症状に対して効能効果を想起させる表現はコスメ、サプリメントにおいて使用することはできません。,,90,
290,薬機法,,RISK,死滅,"薬機法上訴求できない表現となります。 NG例「アクネ菌を死滅させ」",,90,
291,薬機法,,RISK,寿命,薬機法上、寿命に関わる訴求をすることはできないので、修正をお願いします。,,90,
292,薬機法,,RISK,消化,身体機能に対して訴求することはできませんので、そのような文脈の場合は修正してください。,,90,
293,薬機法,,RISK,除去,治療表現に該当していないか確認してください。,,90,"人体に関わる表現は不可。NG例：ニキビを除去、（体内の）不要な物質を除去OK例：服／エアコン内部の汚れを除去、不安を除去できるよう丁寧に説明、余分なものを除去したシンプルな空間※「（身体の一部の）汚れを除去」は、内側と外側のどちらに関する内容かで判断。NG例（身体の内側に働きかける）：腸内／細胞内の汚れを除去OK例（身体の外側を洗浄する）：歯／肌／髪の汚れを除去"
294,薬機法,,RISK,知らず,"「知らず」が症状を完全に予防することを想起させるため、その場合は使用NGとなります。 NG例：ニキビ知らずの肌へ！",,90,
295,薬機法,,RISK,新生,細胞レベルでの訴求に繋がりやすい単語になりますので、十分注意してください。例えば老化メカニズムの説明であっても、総合的に見て商品の訴求につながる場合もあるので注意が必要です。,,90,
296,薬機法,,RISK,新陳代謝,体の構造や機能に対して訴求をすることはできません。チェック箇所を必ず確認してください。,,90,
297,薬機法,,RISK,睡眠,薬機法では睡眠に対して効果を訴求することはできません。 睡眠時の摩擦ストレスなどを物理的に防ぐことができる場合は使用可能ですが、その旨を注釈で説明しているか確認してください。,,90,
298,薬機法,,RISK,生活習慣病,薬機法上、疾患や体の能力に対して訴求をすることはできません。「〇〇でお悩みの方へ」「〇〇、どうにかしたいですよね」といった表現も暗喩的に効果があると保証する形になりますので、文脈をよく確認してください。,,90,
299,薬機法,,RISK,生成,細胞レベルでの訴求に繋がりやすい単語になりますので、十分注意してください。例えば老化メカニズムの説明であっても、総合的に見て商品の訴求につながる場合もあるので注意が必要です。,,90,
300,薬機法,,RISK,成長因子,細胞レベルでの訴求に繋がりやすい単語になりますので、十分注意してください。例えば老化メカニズムの説明であっても、総合的に見て商品の訴求につながる場合もあるので注意が必要です。,,90,
301,薬機法,,RISK,生理,薬機法上、疾患や体の能力に対して訴求をすることはできません。「〇〇でお悩みの方へ」「〇〇、どうにかしたいですよね」といった表現も暗喩的に効果があると保証する形になりますので、文脈をよく確認してください。,女性ならではのリズム、女性のリズム,90,
302,薬機法,,RISK,痩身,"「痩身クリーム」「痩身施術」「痩身機器」など商品、施術のみであたかもかんたんに痩身が可能であるかの表示は効能効果を想起させるため記載NGです。健康食品自体の効果としての使用はNG。栄養バランスが安定することで、ダイエットにも役立ちます…という使用ならば可。 ",置き換えによる痩身、運動併用による痩身,90,
303,薬機法,,RISK,促進,"治療表現・体質や身体機能の変化させるような文脈では使用NGです。チェック箇所を確認して下さい。NG例：血行促進",,90,
304,薬機法,,RISK,ターンオーバー,「ターンオーバーを促進する（整える）」といった表現は肌の生まれ変わり周期を変化させる表現になりますので、違反になります。「ターンオーバーをケア」は不可とは言えませんが、表現が曖昧ですので具体的にどの内容を指すのか明記した方が安全です。,,90,
305,薬機法,,RISK,ダイエット,"効能効果を想起させる表現になるため「ダイエット」単体での利用には十分注意が必要です。*ダイエットというキーワードは「単にカロリーの少ないものを摂取することにより、摂取する総カロリーが減少して結果的に痩せること」の意味合いでは利用可能ですので例えば「1日1食分を○○に置き換えてダイエット」などは利用可能です。",,90,
306,薬機法,,RISK,体験談,口コミや体験談では、たとえ事実であったり「個人の感想です」といった表示があったとしても、症状に対する効果について記載することはできないので、必ず内容を確認してください。,,90,
307,薬機法,,RISK,体質,薬機法では、体の部位を特定しての訴求はできません。また、症状名や生理作用などに対する効果効能の表現はＮＧとなります。,,90,"体質への効果効能の訴求は不可。NG例：筋肉をつけやすい体質に変える、体質改善からアプローチするOK例：体質に応じてメニューを提案する、状態や体質を考慮してサポートする"
308,薬機法,,RISK,体調を整え,体調改善の意味合いになりやすいので、文脈を十分注意して下さい。,,90,
309,薬機法,,RISK,天然由来／天然成分,"天然由来であることは安全性の根拠になりませんので、文脈を確認してください。 NG例「天然由来で安心！」",,90,
310,薬機法,,RISK,悩み／お悩み,"直接的な表現でなくても、心身に対して用いた場合は悪い状態の改善をイメージさせるためNGです。NG例：こんな悩みありませんか？→むくみ、不調などのイラストや文言がある。 OK例：生活習慣の悩みを解決しよう",もやもや、気がかり、気になること、不安/不安感,90,"効果効能の断定を避ければ使用可。OK例：～を伺う、～をサポート、～に配慮した対応、～に向き合う/寄り添う、～の原因を探る/見極める、（～の解消を目指す/図る）"
311,薬機法,,RISK,燃焼,「脂肪を減らす」といった文脈で使用することはできないので、文脈を確認してください。,,90,
312,薬機法,,RISK,脳内,体の構造や機能に対して訴求をすることはできません。チェック箇所を必ず確認してください。,,90,
313,薬機法,,RISK,肌悩み,「肌悩み」の内容が具体的に表記されているか確認して下さい。化粧品の効果効能から逸脱する表記はNGとなります。,,90,
314,薬機法,化粧品,代替案アリ,肌に負担／肌の負担／肌へ負担,"「肌の負担を抑える」ような訴求は、下記例のように物理的に実現可能な範囲でのみ使用可能です。  OK例：紫外線をカットすることで肌の負担を抑える。 NG例：〇〇成分不使用なので肌の負担を抑える（該当成分を使っている他社製品の誹謗にあたるため）。",敏感肌の方にもお使いいただける,90,
315,薬機法,,RISK,肌の力／肌力／肌のバリア,肌の力(バリア機能など)を高める/に与えるといった訴求は使用できません。,,90,
316,薬機法,,RISK,ピーリング,"こちらは注釈が必要な表現となります。ピーリングが「角質の除去」を指している事が明記されているか確認してください。 また「ケミカルピーリング」は日本で承認をされていない表現で使用できませんので注意してください。洗浄、拭き取り行為などによる物理的効果によるものであることを明示することで記載可能です。注釈で明記されているか確認して下さい。",,90,
317,薬機法,,RISK,皮下組織,薬機法では、体の部位を特定しての訴求はできません。また化粧品では皮下組織への訴求はできません。,,90,
318,薬機法,,RISK,病気,薬機法上、疾患や体の能力に対して訴求をすることはできません。「〇〇でお悩みの方へ」「〇〇、どうにかしたいですよね」といった表現も暗喩的に効果があると保証する形になりますので、文脈をよく確認してください。,,90,
319,薬機法,,RISK,美容成分,"配合目的としての記載は認められませんので、下記を参考に確認をお願いします。  OK例：美容成分配合NG例：ヒアルロン酸※　※美容成分",,90,"具体的な成分名を美容成分であると表現するのは不可。NG例：美容成分であるヒアルロン酸を配合　OK例：様々な美容成分を配合／使用、肌質に合わせて美容成分を配合／提案（※具体的な成分名を記載しない）"
320,薬機法,,RISK,分解,細胞レベルでの訴求に繋がりやすい単語になりますので、十分注意してください。例えば老化メカニズムの説明であっても、総合的に見て商品の訴求につながる場合もあるので注意が必要です。,,90,
321,薬機法,,RISK,分泌,体の構造や機能に対して訴求をすることはできません。,,90,
322,薬機法,,RISK,ぽっこり／ポッコリ,身体構造に影響を与える単語になりますので、薬機法上NGとなります。  NG例：ポッコリお腹！（単体での利用も不可）,,90,
323,薬機法,,RISK,ホルモン,体の構造や機能に対して訴求をすることはできません。,,90,
324,薬機法,,RISK,ホワイトニング,メイク商品と特定の効果効能をもつ医薬部外品でのみ使用できます。いずれのケースでもかき注釈が必要ですので、記載があるか確認をお願いします。 ホワイトニング※   ※メイク効果による ホワイトニング※   ※メラニンの生成を抑えシミ・ソバカスを防ぐ,,90,
325,薬機法,,RISK,喜びの声,口コミや体験談では、たとえ事実であったり「個人の感想です」といった表示があったとしても、症状に対する効果について記載することはできないので、必ず内容を確認してください。,,90,
326,薬機法,,RISK,リセット,治療の意味ありになりやすいので、文脈には十分注意して下さい。体の部位や症状と結びついた場合は薬機法違反となります。,,90,
327,薬機法,,RISK,老廃物,老廃物に対して効果を訴求することはできないので、文脈の確認をお願いします。,,90,
328,薬機法,,RISK,お通じ,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
329,薬機法,,RISK,活性化,薬機法では、治療や身体機能に影響を与えるような訴求は不可となりますので、チェック箇所を確認してください。 景表法においても優良誤認に該当し、誇大広告になる可能性もありますので注意してください。,,80,
330,薬機法,,RISK,叶う／叶え,"効果効能を保証する表現になりますので、文脈を十分注意してください。化粧品の５９項目の効果に対しても用いることはできません。",,80,
331,薬機法,,RISK,記憶力,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
332,薬機法,,RISK,黒ずみ,"毛穴の黒ずみを減らす表現に限り、黒ずみが出る原因がはっきりと明記され、物理的にその原因を排除できる場合は訴求可能です。 OK例 ・毛穴の洗浄により除去できる黒ずみ ・メイク効果で隠せる黒ずみ NG例 ・シミなど、物理的な除去が不可能な黒ずみ ・黒ずみを予防する表現",,80,
333,薬機法,,RISK,撃退,薬機法では、治療や身体機能に影響を与えるような訴求は不可となります。優良誤認に該当し誇大広告になる可能性もありますので注意してください。,,80,
334,薬機法,,RISK,血圧,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
335,薬機法,,RISK,抗酸／抗酸化／抗酸化力,薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。,,80,
336,薬機法,,RISK,向上,薬機法では、治療や身体機能に影響を与えるような訴求は不可となりますので、チェック箇所を確認してください。優良誤認に該当し誇大広告になる可能性もありますので注意してください。,,80,
337,薬機法,,RISK,殺菌,薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。,,80,
338,薬機法,,RISK,持続性,医薬品等適正広告基準では、原則として即効性、持続性などについての表現は認められていません。 こうした持続効果を保証する内容は、たとえ事実として存在するクチコミでもNGとなります。,,80,
339,薬機法,,RISK,実現,"使い方によっては効果効能を保証する表現となりますので、十分注意してください。 NG例：ニキビのない肌を実現！",実現が期待できる,80,"効果効能の断定を避ければ使用可。OK例：～を目指す、～できるようサポート"
340,薬機法,,RISK,消毒,薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。,,80,
341,薬機法,,RISK,食欲,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
342,薬機法,,RISK,白髪,カラーリングによって白髪を隠したり目立たなくするような訴求は可能ですが、「白髪染め卒業」など白髪を改善したり予防する効果は不可となります。,,80,
343,薬機法,,RISK,視力,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
344,薬機法,,RISK,ストレス,"曖昧な表現となりますので、「ストレス」の内容が明記されているか確認してください。医薬品的訴求となる場合は違反広告となります。肌や髪の良くない状態を記載することで、暗示的に改善・治療効果を訴求することになりますので、基本的にはNGです。  物理的な摩擦などによるストレスであれば、事実であれば記載可能です。 OK例：髪を寝ている時の摩擦ストレスから守る",,80,
345,薬機法,,RISK,正常化,曖昧な表現となりますので、どの症状にどの範囲で「正常化する」のか明記されているか確認してください。薬機法では、治療や身体機能に影響を与えるような訴求は不可となります。優良誤認に該当し誇大広告になる可能性もありますので注意してください。,,80,
